NORMAN_ID,NAME,SMILES,NEUTRAL_EXACT_MASS,FORMULA,StdInChI,CAS_RN,PUBCHEM_CID,InChIKey,CHEMSPIDER_ID,DTXSID,Preferable Ionization,MB_Records Positive Ionization,Adduct Positive Ionization,Ionisation type and collision energy Positive Ionization,Fragments Positive Ionization,Simplified_fragments_Positive,Institute Positive Ionization,MB_Records Negative Ionization,Adduct Negative Ionization,Ionisation type and collision energy Negative Ionization,Fragments Negative Ionization,Simplified_fragments_Negative,Institute Negative Ionization
stpQQR1024,"Neotame| (3S)-3-(3,3-dimethylbutylamino)-4-[[(2S)-1-methoxy-1-oxidanylidene-3-phenyl-propan-2-yl]amino]-4-oxidanylidene-butanoic acid",CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,378.2155,C20H30N2O5,"InChI=1S/C20H30N2O5/c1-20(2,3)10-11-21-15(13-17(23)24)18(25)22-16(19(26)27-4)12-14-8-6-5-7-9-14/h5-9,15-16,21H,10-13H2,1-4H3,(H,22,25)(H,23,24)/t15-,16-/m0/s1",CAS_RN: 165450-17-9,9810996,HLIAVLHNDJUHFG-HOTGVXAUSA-N,7986751,DTXSID50167950,Positive/Negative,EA281501|EA281502|EA281503|EA281504|EA281505|EA281506|EA281507|EA281508|EA281509|EA281510|EA281511|EA281512|EA281513|EA281514,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,319.202:172.1334:361.2122|379.2229:172.1327:319.2002|172.1334:319.2017:379.223|172.1334:259.1806:120.0808|172.1333:120.0808:85.1012|120.0808:172.1332:91.0542|120.0808:91.0542:57.0699|379.2231:172.133:319.2012|172.1334:319.2018:379.2229|172.1335:259.1807:120.0809|172.1334:120.0808:85.1012|120.0808:172.1332:91.0543|120.0808:91.0543:57.0699|319.202:172.1334:361.2121,361.21215;319.20175;259.18065;172.1334;120.0808;91.05425;85.1012;57.0699,Eawag,EA281551|EA281552|EA281553|EA281554|EA281555|EA281556|EA281557|EA281558|EA281559|EA281560|EA281561|EA281562|EA281563|EA281564,[M-H]-,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,345.182:200.0718:359.1975|377.2083:345.1823:200.0717|200.0718:301.1919:230.1552|200.0719:285.1609:126.1287|118.0663:200.0717:81.0222|118.0663:116.0504:81.0219|118.0663:116.0507:96.0095|377.2084:345.1818:200.0719|200.0718:301.1923:230.1552|200.0717:285.161:301.1922|118.0662:200.0719:116.0505|118.0665:116.0503|118.0659:116.0502|345.1819:200.0717:359.1974,377.20835;359.19745;345.18195;301.1922;285.16095;230.1552;200.0718;126.1287;118.0663;116.0504;96.0095;81.02205,Eawag
stpQQR1025,"Saccharin|1,1-dioxo-1,2-benzothiazol-3-one|1,1-bis(oxidanylidene)-1,2-benzothiazol-3-one",c12c(C(=O)NS1(=O)=O)cccc2,182.999,C7H5NO3S,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)",CAS_RN: 81-07-2,5143,CVHZOJJKTDOEJC-UHFFFAOYSA-N,4959,DTXSID5021251,Negative,NA,NA,NA,NA,NA,NA,SM867051;EA281651|EA281652|EA281653|EA281654|EA281655|EA281656|EA281657|EA281658|EA281659|EA281660|EA281661|EA281662|EA281663|EA281664,[M-H]-;[M-H]-,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,181.9918;181.9918:105.9602:61.9707|181.9918|181.9919|181.9918:61.9707|181.9917:61.9707|181.9917|181.9911|181.9918|181.9918|181.9918:61.9704|181.9917:61.9706|181.9916|181.9915:61.9704|181.9918:105.9602:61.9708,181.9918;105.9602;61.9707,CASMI_2016;Eawag
stpQQR1026,"Cocaine| (1S,3S,4R,5R)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-4-carboxylic acid methyl ester",CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,303.1471,C17H21NO4,"InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13+,14-,15+/m0/s1",CAS_RN: 50-36-2,446220,ZPUCINDJVBIVPJ-LJISPDSOSA-N,10194104,DTXSID2038443,Positive,AU161901|AU161902|AU161903|AU161904|AU161905;EA281701|EA281702|EA281703|EA281704|EA281705|EA281706|EA281707|EA281708|EA281709|EA281710|EA281711|EA281712|EA281713|EA281714,[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,304.1559:305.1582:182.117|182.1171:304.1559:305.1582|182.1171:150.0904:183.1203|182.1166:150.0901:119.0482|182.1164:119.0482:150.0901;182.1178:150.0914:272.1281|304.1546|304.1543:182.1176:82.065|182.1178:82.0653:304.1548|182.1176:105.0335:82.0652|105.0336:82.0653:182.1177|105.0335:82.0652:77.0386|304.1545:182.1178|304.1544:182.1177:82.0651|182.1178:82.0652:304.1545|182.1177:105.0336:82.0652|105.0335:82.0652:91.0542|105.0335:82.0652:77.0386|182.1177:150.0914:272.128,272.12805;183.1203;182.1177;150.0904;119.0482;105.0335;91.0542;82.0652;77.0386,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1027,1-(3-Chlorophenyl)piperazine,c1c(Cl)cccc1N1CCNCC1,196.0767,C10H13ClN2,"InChI=1S/C10H13ClN2/c11-9-2-1-3-10(8-9)13-6-4-12-5-7-13/h1-3,8,12H,4-7H2",CAS_RN: 6640-24-0,1355,VHFVKMTVMIZMIK-UHFFFAOYSA-N,1314,DTXSID9045138,Positive,EA281801|EA281802|EA281803|EA281804|EA281805|EA281806|EA281807|EA281808|EA281809|EA281810|EA281811|EA281812|EA281813|EA281814;ET130001|ET130002|ET130003|ET130004|ET130005,[M+H]+;[M+H]+,"CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90|HCD15, 30, 45, 60, 70 or 90",154.042:119.073:197.0843|197.0844|197.0843:154.042:119.073|197.0843:154.042:119.0731|154.0419:197.0843:119.073|154.042:119.0731:118.0652|154.0417:118.0652:119.0729|197.0842:154.0413|197.0842:154.042:195.0685|197.0842:154.0419:119.073|154.0419:197.0842:119.073|154.0419:119.073:118.0652|154.0419:118.0652:119.073|154.0419:119.073:140.0262;154.0415:119.0726:118.0649|118.0649:119.0726:154.0415|197.0835:154.0414:119.0727|197.0835:154.0415:119.0727|197.0836:154.0416:119.0727,195.0685;154.0419;140.0262;119.073;118.0652,Eawag;Eawag_Additional_Specs,NA,NA,NA,NA,NA,NA
stpQQR1028,1-(3-(Trifluoromethyl)phenyl)piperazine,c1c(C(F)(F)F)cccc1N1CCNCC1,230.1031,C11H13F3N2,"InChI=1S/C11H13F3N2/c12-11(13,14)9-2-1-3-10(8-9)16-6-4-15-5-7-16/h1-3,8,15H,4-7H2",CAS_RN: 15532-75-9,4296,KKIMDKMETPPURN-UHFFFAOYSA-N,4145,DTXSID10165876,Positive,EA281901|EA281902|EA281903|EA281904|EA281905|EA281906|EA281907|EA281908|EA281909|EA281910|EA281911|EA281912|EA281913|EA281914,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,188.0684:211.1043:200.0684|231.1106:188.0693|231.1106:188.0681:229.094|231.1104:188.0682:229.0946|188.0683:231.1103:229.0949|188.0682:119.073:168.0619|188.0683:119.073:118.0652|231.1106:188.0693|231.1106:188.0682:229.0944|231.1107:188.0683:229.0949|188.0684:231.1108:229.0949|188.0684:119.073:168.062|188.0683:119.073:118.0652|188.0683:211.1042:200.0682,229.09475;211.10425;200.0683;188.0683;168.06195;119.073;118.0652,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1029,1-Benzylpiperazine|N-Benzylpiperazine|1-(phenylmethyl)piperazine,C1CN(CCN1)Cc1ccccc1,176.1313,C11H16N2,"InChI=1S/C11H16N2/c1-2-4-11(5-3-1)10-13-8-6-12-7-9-13/h1-5,12H,6-10H2",CAS_RN: 2759-28-6,75994,IQXXEPZFOOTTBA-UHFFFAOYSA-N,68493,DTXSID0022197,Positive,AU169406;EA282001|EA282002|EA282003|EA282004|EA282005|EA282006|EA282007|EA282008|EA282009|EA282010|EA282011|EA282012|EA282013|EA282014,[M+H]+;[M+H]+,CIDRAMP 17.2-25.8;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,91.0547:177.139:85.0755;177.1388:91.0543:85.0761|177.1388:91.0538:85.0763|177.1387:91.0541:85.076|177.1389:91.0543:85.0761|91.0543:177.1387:85.076|91.0543:85.076:56.0495|91.0544:85.0761:65.0386|177.1388:91.0539:85.076|177.1387:91.0542:85.076|177.1388:91.0543:85.0761|91.0543:177.1387:85.0761|91.0543:85.0761:177.1385|91.0543:85.076:65.0386|177.1387:91.0543:85.0761,91.0543;85.0761;65.0386;56.0495,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1030,"Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine",C1(\c2c(CCc3c1cccc3)cccc2)=C\CCN(C)C,277.183,C20H23N,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3",CAS_RN: 50-48-6,2160,KRMDCWKBEZIMAB-UHFFFAOYSA-N,2075,DTXSID7022594,Positive,AU150406;SM859203;EA282101|EA282102|EA282103|EA282104|EA282105|EA282106|EA282107|EA282108|EA282109|EA282110|EA282111|EA282112|EA282113|EA282114,[M+H]+;[M+H]+;[M+H]+,CIDRAMP 20.8-31.2;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,91.0538:278.1909:233.1328;278.1904:91.0542:233.1325;233.1328:117.07:105.07|278.1904:91.054:105.0695|278.1905:233.1325:117.0698|233.1325:105.0699:117.0699|91.0542:105.0699:117.0698|91.0543:105.0699:117.0699|91.0542:203.0854:191.0855|278.1906:233.133:91.0545|278.1904:233.1325:117.0698|233.1326:105.0699:117.0699|91.0542:105.0699:117.0699|91.0542:105.0699:191.0855|91.0543:203.0856:191.0856|233.1326:117.0699:105.0699,233.1326;203.0855;191.0855;117.0699;105.0699;91.0542,Athens_Univ;CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1031,Amphetamine|Amfetamine|(1-methyl-2-phenyl-ethyl)amine,c1(ccccc1)CC(N)C,135.1048,C9H13N,"InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3",CAS_RN: 300-62-9,3007,KWTSXDURSIMDCE-UHFFFAOYSA-N,13852819,DTXSID4022600,Positive,AU154001|AU154002;EA282201|EA282202|EA282203|EA282204|EA282205|EA282206|EA282207|EA282208|EA282209|EA282210|EA282211|EA282212|EA282213|EA282214,[M+H]+;[M+H]+,CID10|CID20;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,119.0859:136.1124:120.0892|119.085;119.0857:91.0543:136.1122|119.0856:136.1122:91.0543|91.0543:119.0856:136.1122|91.0544:119.0855:136.1118|91.0543:119.0854:65.0385|91.0544:65.0384|91.0543:65.0386|119.0856:136.1122:91.0543|91.0543:119.0856:136.1122|91.0543:119.0856:136.1122|91.0543:119.0856:65.0386|91.0543:119.0858:65.0386|91.0543:65.0386:119.0861|119.0856:91.0543:136.1122,120.0892;119.0856;91.0543;65.0386,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1032,Benzoylecgonine| 3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-4-carboxylic acid,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O,289.1314,C16H19NO4,"InChI=1S/C16H19NO4/c1-17-11-7-8-12(17)14(15(18)19)13(9-11)21-16(20)10-5-3-2-4-6-10/h2-6,11-14H,7-9H2,1H3,(H,18,19)",CAS_RN: 519-09-5,2340,GVGYEFKIHJTNQZ-UHFFFAOYSA-N,2250,NA,Positive,EA282301|EA282302|EA282303|EA282304|EA282305|EA282306|EA282307|EA282308|EA282309|EA282310|EA282311|EA282312|EA282313|EA282314,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,168.1021:272.128:150.0913|290.1388:105.0325|290.1386:168.1019:272.1281|168.1021:105.0335:290.1387|168.102:105.0336:82.0652|105.0335:82.0651:168.1018|105.0334:77.0386:82.0651|290.1388:168.1021:105.0322|290.1386:168.1019:272.128|168.1019:105.0335:290.1387|168.1019:105.0335:82.0652|105.0335:82.0651:168.1018|105.0335:77.0386:82.0652|168.1019:272.1279:150.0912,272.128;168.1019;150.09125;105.0335;82.06515;77.0386,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1033,Dextromethorphan|DXM|(14alpha)-3-Methoxy-17-methylmorphinan,O(c1ccc3c(c1)[C@@]24[C@@H]([C@H](N(CC2)C)C3)CCCC4)C,271.1936,C18H25NO,"InChI=1S/C18H25NO/c1-19-10-9-18-8-4-3-5-15(18)17(19)11-13-6-7-14(20-2)12-16(13)18/h6-7,12,15,17H,3-5,8-11H2,1-2H3/t15-,17+,18+/m1/s1",CAS_RN: 125-71-3,6916184,MKXZASYAUGDDCJ-NJAFHUGGSA-N,13109865,DTXSID3022908,Positive,EA282401|EA282402|EA282403|EA282404|EA282405|EA282406|EA282407|EA282408|EA282409|EA282410|EA282411|EA282412|EA282413|EA282414,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,215.1432:213.1275:147.0804|272.201|272.2011:215.1429|272.2009:215.1428:213.1273|272.2008:215.143:213.1275|147.0804:213.1274:171.0804|171.0805:147.0804:213.1272|272.2008:171.0804|272.2008:215.1429:171.0806|272.201:215.1431:213.1273|272.201:215.1431:213.1274|147.0805:213.1274:171.0805|171.0804:147.0804:213.1273|215.1431:213.1275:147.0804,215.14305;213.1274;171.08045;147.0804,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1034,"EDDP|(2E)-2-ethylidene-1,5-dimethyl-3,3-diphenyl-pyrrolidine",C/C=C/1\C(CC(N1C)C)(C2=CC=CC=C2)C3=CC=CC=C3,277.183,C20H23N,"InChI=1S/C20H23N/c1-4-19-20(15-16(2)21(19)3,17-11-7-5-8-12-17)18-13-9-6-10-14-18/h4-14,16H,15H2,1-3H3/b19-4+",CAS_RN: 30223-73-5,5352621,AJRJPORIQGYFMT-RMOCHZDMSA-N,4509491,NA,Positive,EA282501|EA282502|EA282503|EA282504|EA282505|EA282506|EA282507|EA282508|EA282509|EA282510|EA282511|EA282512|EA282513|EA282514,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,249.1515:234.1277:248.1438|278.1905|278.1905:234.1277|278.1907:249.1513:234.1276|234.1278:278.1906:249.1512|234.1278:186.1277:249.1511|234.1277:186.1278:219.1043|278.1904:234.1287|278.1905|278.1904:249.1512:234.1277|234.1277:278.19:249.1511|234.1278:186.1277:249.1511|234.1278:186.1277:219.1043|249.1514:234.1279:248.1435,249.1512;248.14365;234.12775;219.1043;186.1277,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1035,Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,237.092,C13H16ClNO,"InChI=1S/C13H16ClNO/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14/h2-3,6-7,15H,4-5,8-9H2,1H3",CAS_RN: 6740-88-1,3821,YQEZLKZALYSWHR-UHFFFAOYSA-N,3689,DTXSID8023187,Positive,AU158606;EA282601|EA282602|EA282603|EA282604|EA282605|EA282606|EA282607|EA282608|EA282609|EA282610|EA282611|EA282612|EA282613|EA282614,[M+H]+;[M+H]+,CIDRAMP 19.4-29.1;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,125.0155:179.0622:127.0125;220.0888:207.0571:179.0622|238.0995:207.057:220.0884|238.0996:207.0572:220.0887|125.0153:179.0622:220.0886|125.0153:179.0622:163.0309|125.0153:163.0309:151.0309|125.0153:128.062:116.062|238.0995:220.0886:207.0572|238.0997:207.0573:220.0889|125.0153:179.0623:220.0887|125.0153:179.0622:163.0309|125.0153:163.0309:151.0309|125.0153:128.0621:116.0621|220.089:207.0574:179.0623,220.0887;207.0572;179.0622;163.0309;151.0309;128.06205;127.0125;125.0153;116.06205,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1036,Mephedrone|2-(Methylamino)-1-(4-methylphenyl)-1-propanone|4-methylmethcathinone,Cc1ccc(cc1)C(=O)C(C)NC,177.1154,C11H15NO,"InChI=1S/C11H15NO/c1-8-4-6-10(7-5-8)11(13)9(2)12-3/h4-7,9,12H,1-3H3",CAS_RN: 1189805-46-6,45266826,YELGFTGWJGBAQU-UHFFFAOYSA-N,21485694,DTXSID20891437,Positive,AU169606;EA282701|EA282702|EA282703|EA282704|EA282705|EA282706|EA282707|EA282708|EA282709|EA282710|EA282711|EA282712|EA282713|EA282714,[M+H]+;[M+H]+,CIDRAMP 17.2-25.8;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,145.0881:160.1116:144.0802;160.1123:178.1225:147.0806|178.1228:160.1123:147.0806|160.1123:178.1229:147.0805|160.1123:145.0887:147.0805|145.0888:160.1123:119.0856|145.0888:144.0811:160.1124|145.0887:144.081:119.0856|178.1228:160.1122:147.0804|160.1122:178.1228:147.0805|160.1122:145.0887:147.0805|145.0887:160.1122:119.0856|145.0887:144.0809:160.1121|145.0886:144.0809:119.0856|160.1122:147.0805:178.1227,160.1122;147.0805;145.0887;144.0809;119.0856,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1037,"Methadone|6-(dimethylamino)-4,4-diphenyl-3-heptanone",CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,309.2093,C21H27NO,"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3",CAS_RN: 76-99-3,4095,USSIQXCVUWKGNF-UHFFFAOYSA-N,3953,DTXSID7023273,Positive,AU162801|AU162802|AU162803|AU162804|AU162805;EA282801|EA282802|EA282803|EA282804|EA282805|EA282806|EA282807|EA282808|EA282809|EA282810|EA282811|EA282812|EA282813|EA282814,[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,310.2172:265.1592|265.1581:223.1107:310.2157|265.158:219.116:223.111|219.1161:117.0696:167.0848|204.0924:167.0844:194.0717;265.1588|310.217:265.1585:105.0331|265.1588:310.2163:105.0334|105.0336:265.1589:223.112|105.0335:91.0542:117.0698|105.0335:91.0542:117.0699|105.0335:91.0542:77.0386|310.2167:265.1587:105.0332|265.1589:310.2171:105.0334|105.0335:265.1589:223.1117|105.0336:91.0543:117.07|105.0335:91.0542:117.0699|105.0335:77.0386:91.0542|265.1588:247.1481,265.1588;247.1481;223.11135;219.11605;204.0924;194.0717;167.0846;117.0699;105.0335;91.0542;77.0386,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR1038,Methamphetamine|(2S)-N-methyl-1-phenylpropan-2-amine,c1cccc(c1)C[C@H](C)NC,149.1204,C10H15N,"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1",CAS_RN: 537-46-2,10836,MYWUZJCMWCOHBA-VIFPVBQESA-N,10379,DTXSID8037128,Positive,EA282901|EA282902|EA282903|EA282904|EA282905|EA282906|EA282907|EA282908|EA282909|EA282910|EA282911|EA282912|EA282913|EA282914,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,119.0857:150.1279:91.0543|150.1278:119.0856:91.0542|150.1279:91.0543:119.0855|91.0543:150.1277:119.0855|91.0543:119.0856:150.1277|91.0543:119.0855:65.0384|91.0543:65.0386:79.0543|150.1278:119.0856:91.0542|150.1278:91.0543:119.0856|91.0543:150.1277:119.0856|91.0543:119.0855:150.128|91.0543:119.0854:65.0386|91.0543:65.0386:119.0857|119.0856:150.1278:91.0543,119.0856;91.0543;79.0543;65.0386,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1039,"Naltrexone|(5alpha)-17-(Cyclopropylmethyl)-3,14-dihydroxy-4,5-epoxymorphinan-6-one",c12[C@]34[C@@]5([C@H]([N@](CC6CC6)CC4)Cc2ccc(c1O[C@H]3C(=O)CC5)O)O,341.1627,C20H23NO4,"InChI=1S/C20H23NO4/c22-13-4-3-12-9-15-20(24)6-5-14(23)18-19(20,16(12)17(13)25-18)7-8-21(15)10-11-1-2-11/h3-4,11,15,18,22,24H,1-2,5-10H2/t15-,18+,19+,20-/m1/s1",CAS_RN: 16590-41-3,5360515,DQCKKXVULJGBQN-XFWGSAIBSA-N,4514524,DTXSID4046313,Positive,EA283001|EA283002|EA283003|EA283004|EA283005|EA283006|EA283007|EA283008|EA283009|EA283010|EA283011|EA283012|EA283013|EA283014,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,324.1596:270.1121:282.1132|342.1699|342.1697:324.159:267.1262|324.1593:270.1124:342.1692|267.1253:324.159:270.1123|212.0706:267.1253:55.0542|212.0705:55.0542:161.0594|342.1701:324.1596|342.1698:324.1592:267.1252|324.1594:270.1123:342.1696|267.1254:324.1592:270.1123|212.0706:267.1252:228.1019|212.0705:55.0542:161.0596|324.1594:270.1124:282.1122,324.1593;282.1127;270.1123;267.1253;228.1019;212.07055;161.0595;55.0542,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1040,"Clozapine|8-chloro-11-(4-methylpiperazin-1-yl)-5H-dibenzo[b,e][1,4]diazepine",C1(=Nc2c(Nc3c1cccc3)ccc(c2)Cl)N1CCN(CC1)C,326.1298,C18H19ClN4,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",CAS_RN: 5786-21-0,2818,QZUDBNBUXVUHMW-UHFFFAOYSA-N,10442628,DTXSID5022855,Positive,EA284101|EA284102|EA284103|EA284104|EA284105|EA284106|EA284107|EA284108|EA284109|EA284110|EA284111|EA284112|EA284113|EA284114,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,270.0796:296.0953:244.0634|327.1375:192.0679|327.1376:270.0793:84.0809|270.0793:296.0949:84.0808|270.0792:192.0682:227.037|192.0685:270.0792:227.0372|192.0683:226.0292:227.0369|327.1377:192.0691:270.0799|327.1375:270.0794:84.0808|270.0796:84.0809:296.095|270.0795:192.0683:227.0372|192.0683:270.0791:227.037|192.0684:226.0293:227.0371|270.0794:296.0949:244.0635,296.09495;270.0794;244.06345;227.03705;226.02925;192.0683;84.08085,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1041,Atomoxetine|(3R)-N-methyl-3-(2-methylphenoxy)-3-phenyl-1-propanamine,c1c(c(ccc1)O[C@@H](c1ccccc1)CCNC)C,255.1623,C17H21NO,"InChI=1S/C17H21NO/c1-14-8-6-7-11-16(14)19-17(12-13-18-2)15-9-4-3-5-10-15/h3-11,17-18H,12-13H2,1-2H3/t17-/m1/s1",CAS_RN: 83015-26-3,54841,VHGCDTVCOLNTBX-QGZVFWFLSA-N,49516,DTXSID9044297,Positive,EA284601|EA284602|EA284603|EA284604|EA284605|EA284606|EA284607|EA284608|EA284609|EA284610|EA284611|EA284612|EA284613|EA284614,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,148.1122:147.0806|256.1696:148.1121:117.0698|256.1689:147.0806|147.0808:197.0955:121.0649|121.065:147.0812:117.0703|117.0698:91.0543:121.065|117.0699:91.0542:115.0542|256.1696:148.112|256.1694:117.0697:147.0798|147.0804:117.07:197.0956|121.0649:117.0698:197.096|117.0699:91.0543:121.0648|117.0698:91.0542:121.0648|148.1122:147.0804:256.1707,197.0956;148.11215;147.0806;121.0649;117.0698;115.0542;91.05425,Eawag,NA,NA,NA,NA,NA,NA
stpQQR1042,Acamprosate| 3-acetamido-1-propanesulfonic acid,O=S(=O)(O)CCCNC(=O)C,181.0409,C5H11NO4S,"InChI=1S/C5H11NO4S/c1-5(7)6-3-2-4-11(8,9)10/h2-4H2,1H3,(H,6,7)(H,8,9,10)",CAS_RN: 77337-76-9,71158,AFCGFAGUEYAMAO-UHFFFAOYSA-N,64300,DTXSID3044259,Positive/Negative,AU214501|AU214502|AU214503;EA284801|EA284802|EA284803|EA284804|EA284805|EA284806|EA284807|EA284808|EA284809|EA284810|EA284811|EA284812|EA284813|EA284814,[M+H]+;[M+H]+,CID10|CID20|CID30;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,140.0375:182.0481:141.041|140.0377:123.0112:141.0423|123.0115:140.0381;140.0375:123.0113|182.0483:140.0377:123.0114|140.0376:182.0481:123.011|140.0376:123.011:100.0757|140.0376:123.011:100.0757|123.011:140.0374:59.0491|123.0109:140.0371:59.0491|182.0481:140.0376:123.0113|140.0375:182.0481:123.011|140.0375:123.0109:100.0756|140.0376:123.011:100.0756|123.011:140.0375:59.0491|123.011:140.0376:58.0651|140.0375:123.0113,141.04165;140.0376;123.011;100.07565;59.0491;58.0651,Athens_Univ;Eawag,EA284851|EA284852|EA284853|EA284854|EA284855|EA284856|EA284857|EA284858|EA284859|EA284860|EA284861|EA284862|EA284863|EA284864,[M-H]-,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,180.0341:138.0233:80.9653|180.0338|180.0339|180.0338:79.9574:80.9652|79.9574:180.0337:80.9652|79.9574:80.9652:180.034|79.9574:80.9652:138.0227|180.0337|180.0338:79.9572:80.9653|180.0337:79.9574:80.9652|79.9574:180.0337:80.9652|79.9574:80.9652:180.0335|79.9574:80.9652|180.0339:138.0231:80.9652,180.0338;138.0231;80.9652;79.9574,Eawag
